"idMatch_results","idStadium","idTeam","idWeek","Goals","Goals_Against","numerGames","Win","Shots","Shots_On_Target","Red_Cards","Yellow_Cards"
"1688","1","4","51","2","2","1","0","15","7","0","1"
"1689","15","9","51","2","2","1","0","8","4","0","1"
"1690","16","10","51","5","3","1","1","10","9","0","1"
"1691","15","2","52","3","1","1","1","11","5","0","1"
"1692","6","17","52","1","0","1","1","6","3","0","3"
"1693","18","13","52","1","0","1","1","9","3","0","3"
"1694","20","9","52","2","2","1","0","9","7","0","1"
"1695","16","5","52","0","1","1","0","16","4","0","2"
"1696","7","4","52","1","2","1","0","8","2","0","2"
"1697","1","10","52","1","1","1","0","14","6","0","2"
"1698","11","14","52","3","0","1","1","16","6","0","1"
"1699","19","12","52","1","1","1","0","14","3","0","6"
"1700","13","11","53","0","1","1","0","6","1","0","0"
"1701","10","19","53","1","5","1","0","13","6","0","3"
"1702","2","16","53","1","1","1","0","7","3","0","2"
"1703","12","7","53","0","3","1","0","3","1","0","2"
"1704","9","6","53","1","1","1","0","11","2","0","1"
"1705","14","18","53","1","0","1","1","11","4","0","2"
"1706","5","1","53","1","0","1","1","8","2","0","1"
"1707","4","20","53","2","2","1","0","14","5","0","1"
"1708","17","15","53","3","1","1","1","8","4","0","1"
"1709","15","14","54","0","2","1","0","9","3","0","0"
"1710","19","5","54","1","0","1","1","12","5","0","0"
"1711","6","13","54","0","2","1","0","7","1","1","2"
"1712","18","4","54","1","0","1","1","16","5","0","1"
"1713","20","12","54","0","3","1","0","3","2","0","4"
"1714","7","10","54","3","1","1","1","17","6","0","2"
"1715","1","2","54","3","0","1","1","17","8","0","2"
"1716","11","17","54","1","0","1","1","16","7","0","2"
"1717","16","9","54","1","0","1","1","9","3","0","2"
"1718","2","18","55","0","0","1","0","6","2","0","3"
"1719","12","10","55","2","3","1","0","12","4","0","2"
"1720","14","1","55","0","1","1","0","12","3","0","3"
"1721","4","19","55","2","3","1","0","24","7","0","2"
"1722","5","7","55","1","1","1","0","9","3","0","4"
"1723","17","16","55","3","2","1","1","9","3","0","2"
"1724","6","15","55","0","1","1","0","11","0","0","3"
"1725","9","11","55","0","0","1","0","12","3","0","2"
"1726","10","4","55","0","4","1","0","14","4","0","4"
"1727","11","15","56","3","0","1","1","12","6","0","1"
"1728","19","2","56","1","1","1","0","17","6","1","0"
"1729","18","9","56","0","1","1","0","3","1","0","2"
"1730","20","17","56","1","3","1","0","7","2","1","1"
"1731","16","6","56","4","1","1","1","20","10","0","1"
"1732","1","13","56","1","0","1","1","9","4","0","1"
"1733","12","5","56","2","4","1","0","9","4","0","1"
"1734","7","14","56","1","1","1","0","6","4","0","3"
"1735","13","20","56","1","0","1","1","5","3","0","2"
"1736","6","11","57","0","3","1","0","3","1","0","2"
"1737","2","20","57","0","2","1","0","3","1","0","2"
"1738","9","1","57","1","2","1","0","18","8","0","0"
"1739","13","7","57","0","4","1","0","8","2","0","3"
"1740","14","19","57","0","3","1","0","10","4","0","1"
"1741","4","12","57","1","1","1","0","8","2","0","5"
"1742","5","10","57","3","1","1","1","19","9","0","1"
"1743","15","16","57","2","4","1","0","11","4","0","2"
"1744","17","18","57","1","2","1","0","4","1","0","0"
"1745","1","17","58","1","2","1","0","14","6","0","3"
"1746","10","2","58","3","1","1","1","16","5","0","3"
"1747","12","9","58","0","1","1","0","12","1","0","3"
"1748","4","5","58","2","1","1","1","10","7","0","0"
"1749","19","13","58","1","1","1","0","16","5","0","0"
"1750","18","6","58","1","1","1","0","16","4","0","3"
"1751","20","14","58","1","0","1","1","8","5","0","2"
"1752","11","16","58","2","0","1","1","11","6","1","1"
"1753","7","15","58","2","2","1","0","17","6","1","1"
"1754","2","12","59","0","1","1","0","7","1","0","3"
"1755","11","19","59","0","0","1","0","9","2","0","3"
"1756","14","10","59","1","3","1","0","12","6","1","1"
"1757","15","1","59","0","3","1","0","9","1","0","4"
"1758","17","4","59","0","2","1","0","9","0","0","4"
"1759","6","20","59","0","5","1","0","4","1","0","3"
"1760","16","18","59","0","1","1","0","14","3","1","2"
"1761","9","7","59","3","1","1","1","16","7","0","6"
"1762","13","5","59","4","2","1","1","12","6","0","2"
"1763","12","14","60","0","4","1","0","14","4","0","3"
"1764","10","13","60","0","6","1","0","10","3","0","1"
"1765","4","2","60","0","1","1","0","16","3","0","1"
"1766","19","9","60","1","2","1","0","9","2","0","0"
"1767","18","11","60","1","2","1","0","7","5","0","3"
"1768","7","17","60","1","1","1","0","12","3","0","0"
"1769","1","6","60","2","1","1","1","8","4","0","3"
"1770","5","15","60","1","0","1","1","14","3","0","3"
"1771","20","16","60","2","1","1","1","17","9","0","2"
"1772","17","19","61","1","0","1","1","13","3","0","0"
"1773","2","5","61","1","1","1","0","9","3","0","1"
"1774","11","20","61","1","2","1","0","11","3","0","4"
"1775","9","10","61","2","1","1","1","11","6","0","0"
"1776","13","12","61","2","6","1","0","9","3","0","2"
"1777","14","4","61","0","2","1","0","12","2","0","1"
"1778","6","7","61","3","1","1","1","8","6","0","3"
"1779","15","18","61","0","2","1","0","7","5","0","3"
"1780","16","1","61","1","1","1","0","9","6","0","3"
"1781","20","18","62","2","0","1","1","11","3","0","2"
"1782","10","17","62","0","1","1","0","7","2","0","1"
"1783","2","14","62","1","4","1","0","7","3","0","2"
"1784","4","13","62","0","0","1","0","6","2","0","1"
"1785","19","15","62","1","0","1","1","9","5","0","2"
"1786","5","9","62","1","1","1","0","7","1","0","3"
"1787","7","16","62","1","1","1","0","6","2","0","3"
"1788","12","6","62","0","1","1","0","12","4","0","2"
"1789","1","11","62","1","1","1","0","6","4","0","5"
"1790","11","7","63","1","1","1","0","19","6","0","3"
"1791","9","4","63","2","3","1","0","15","9","0","5"
"1792","13","2","63","1","1","1","0","15","7","0","1"
"1793","14","5","63","0","2","1","0","9","4","1","3"
"1794","6","10","63","1","1","1","0","9","4","1","2"
"1795","18","1","63","0","1","1","0","6","1","0","3"
"1796","16","19","63","4","2","1","1","15","5","0","2"
"1797","15","20","63","1","2","1","0","6","1","0","3"
"1798","17","12","63","1","5","1","0","8","4","0","2"
"1799","5","17","64","0","1","1","0","11","3","1","1"
"1800","12","16","64","3","1","1","1","22","11","0","2"
"1801","13","14","64","0","0","1","0","15","6","0","3"
"1802","4","11","64","0","1","1","0","13","5","0","3"
"1803","19","6","64","2","0","1","1","12","7","0","2"
"1804","7","18","64","1","1","1","0","14","6","0","3"
"1805","1","20","64","2","2","1","0","19","8","0","2"
"1806","10","15","64","1","5","1","0","7","3","0","1"
"1807","2","9","64","0","3","1","0","2","2","0","2"
"1808","9","14","65","3","1","1","1","9","5","0","2"
"1809","11","10","65","1","1","1","0","18","9","0","3"
"1810","15","4","65","1","2","1","0","9","3","0","1"
"1811","17","2","65","0","1","1","0","21","8","0","0"
"1812","18","19","65","1","0","1","1","9","3","0","3"
"1813","20","7","65","3","1","1","1","14","4","0","0"
"1814","16","13","65","0","3","1","0","11","4","0","0"
"1815","6","5","65","0","0","1","0","10","1","0","3"
"1816","1","12","65","1","4","1","0","14","4","0","0"
"1817","19","20","66","0","2","1","0","15","6","0","1"
"1818","7","1","66","1","0","1","1","10","2","0","4"
"1819","10","18","66","1","4","1","0","3","0","0","2"
"1820","2","6","66","0","2","1","0","8","2","0","2"
"1821","12","15","66","0","2","1","0","16","4","0","2"
"1822","13","9","66","2","0","1","1","9","5","0","1"
"1823","14","17","66","1","0","1","1","15","4","0","0"
"1824","4","16","66","2","1","1","1","14","4","0","2"
"1825","5","11","66","0","3","1","0","7","2","1","2"
"1826","11","12","67","2","0","1","1","10","7","0","3"
"1827","15","13","67","1","1","1","0","11","5","0","3"
"1828","17","9","67","0","2","1","0","6","3","1","1"
"1829","6","4","67","2","1","1","1","15","4","0","2"
"1830","18","5","67","3","1","1","1","9","4","0","1"
"1831","20","10","67","8","1","1","1","17","10","0","2"
"1832","16","14","67","1","2","1","0","11","3","0","1"
"1833","7","2","67","0","2","1","0","12","2","0","0"
"1834","1","19","67","2","1","1","1","3","2","0","1"
"1835","10","16","68","1","2","1","0","10","5","0","2"
"1836","2","11","68","1","3","1","0","9","3","1","2"
"1837","12","18","68","1","2","1","0","17","5","0","1"
"1838","9","15","68","1","0","1","1","13","6","0","1"
"1839","13","17","68","1","1","1","0","9","3","0","2"
"1840","14","6","68","1","3","1","0","9","2","0","2"
"1841","4","1","68","3","1","1","1","20","6","0","1"
"1842","19","7","68","2","3","1","0","17","7","0","2"
"1843","5","20","68","1","2","1","0","14","4","0","2"
"2049","2","2","69","3","1","1","1","16","5","0","1"
"2050","21","21","69","2","2","1","0","11","7","0","2"
"2051","12","12","69","0","3","1","0","7","1","1","0"
"2052","14","14","69","2","1","1","1","7","4","0","2"
"2053","3","3","69","0","1","1","0","4","0","0","2"
"2054","16","16","69","3","0","1","1","12","6","0","1"
"2055","7","7","69","2","0","1","1","19","5","0","1"
"2056","10","10","69","0","1","1","0","19","7","0","0"
"2057","5","5","69","2","0","1","1","22","8","0","3"
"2058","9","9","70","1","2","1","0","18","7","0","0"
"2059","13","13","70","2","2","1","0","9","4","0","3"
"2060","4","4","70","1","0","1","1","13","3","0","4"
"2061","17","17","70","1","1","1","0","10","3","1","2"
"2062","6","6","70","1","2","1","0","13","5","0","2"
"2063","18","18","70","5","1","1","1","18","5","0","0"
"2064","1","1","70","0","1","1","0","7","1","0","0"
"2065","19","19","70","1","1","1","0","17","7","0","4"
"2066","15","15","70","1","0","1","1","16","6","0","1"
"2067","17","17","71","4","1","1","1","21","9","0","1"
"2068","21","21","71","0","2","1","0","12","4","0","1"
"2069","10","10","71","5","0","1","1","24","13","0","2"
"2070","2","2","71","2","0","1","1","12","5","0","0"
"2071","12","12","71","1","1","1","0","10","5","0","3"
"2072","16","16","71","0","1","1","0","11","0","1","1"
"2073","7","7","71","5","3","1","1","26","8","0","1"
"2074","14","14","71","1","1","1","0","14","6","0","1"
"2075","5","5","71","2","4","1","0","15","5","0","0"
"2076","3","3","72","1","0","1","1","16","5","0","0"
"2077","9","9","72","3","0","1","1","15","4","0","0"
"2078","13","13","72","3","4","1","0","15","6","0","1"
"2079","4","4","72","1","2","1","0","15","4","0","0"
"2080","19","19","72","0","3","1","0","4","1","1","3"
"2081","15","15","72","0","0","1","0","16","6","1","2"
"2082","6","6","72","1","0","1","1","15","6","0","4"
"2083","14","14","72","1","1","1","0","19","8","0","2"
"2084","18","18","72","1","0","1","1","22","9","0","2"
"2085","21","21","73","1","4","1","0","17","4","0","1"
"2086","10","10","73","7","0","1","1","25","12","0","0"
"2087","2","2","73","1","2","1","0","25","6","0","1"
"2088","5","5","73","0","4","1","0","13","2","0","0"
"2089","17","17","73","1","0","1","1","19","4","0","2"
"2090","16","16","73","3","0","1","1","17","7","0","0"
"2091","7","7","73","2","0","1","1","22","5","0","3"
"2092","12","12","73","1","2","1","0","10","2","1","3"
"2093","1","1","73","2","1","1","1","12","6","0","1"
"2094","9","9","74","1","2","1","0","18","3","0","3"
"2095","13","13","74","0","1","1","0","5","2","0","2"
"2096","3","3","74","2","2","1","0","17","5","0","2"
"2097","4","4","74","3","1","1","1","14","8","0","3"
"2098","19","19","74","3","1","1","1","15","7","0","0"
"2099","15","15","74","1","4","1","0","15","7","1","1"
"2100","6","6","74","1","1","1","0","21","4","0","1"
"2101","14","14","74","2","1","1","1","14","5","1","1"
"2102","18","18","74","0","2","1","0","7","1","0","1"
"2103","16","16","75","1","2","1","0","17","5","0","1"
"2104","21","21","75","0","0","1","0","13","3","0","1"
"2105","10","10","75","3","0","1","1","12","4","0","1"
"2106","5","5","75","1","2","1","0","9","3","0","1"
"2107","17","17","75","1","0","1","1","21","9","0","1"
"2108","18","18","75","4","2","1","1","16","7","0","1"
"2109","1","1","75","1","0","1","1","6","3","1","1"
"2110","12","12","75","2","0","1","1","9","4","0","1"
"2111","7","7","75","2","1","1","1","23","6","0","2"
"2112","19","19","76","0","2","1","0","22","3","0","2"
"2113","2","2","76","4","0","1","1","19","9","0","2"
"2114","9","9","76","1","0","1","1","8","3","0","2"
"2115","3","3","76","3","0","1","1","10","3","0","2"
"2116","4","4","76","0","0","1","0","17","5","0","1"
"2117","15","15","76","3","1","1","1","20","9","0","1"
"2118","6","6","76","3","3","1","0","9","5","0","2"
"2119","13","13","76","1","2","1","0","17","6","0","3"
"2120","14","14","76","3","2","1","1","13","5","0","5"
"2121","7","7","77","0","2","1","0","24","5","0","1"
"2122","10","10","77","4","0","1","1","19","8","0","0"
"2123","5","5","77","0","1","1","0","18","5","0","3"
"2124","17","17","77","2","2","1","0","23","8","0","2"
"2125","18","18","77","1","2","1","0","14","4","1","3"
"2126","16","16","77","2","0","1","1","14","7","0","3"
"2127","1","1","77","2","1","1","1","12","5","0","2"
"2128","12","12","77","2","0","1","1","10","3","0","3"
"2129","9","9","77","1","2","1","0","18","6","0","1"
"2130","21","21","78","1","1","1","0","10","3","0","3"
"2131","2","2","78","5","0","1","1","24","9","0","2"
"2132","13","13","78","1","1","1","0","19","7","0","2"
"2133","3","3","78","0","0","1","0","8","1","0","1"
"2134","4","4","78","1","0","1","1","14","5","0","1"
"2135","19","19","78","1","0","1","1","12","5","0","0"
"2136","6","6","78","2","2","1","0","17","7","0","1"
"2137","14","14","78","2","1","1","1","12","3","1","4"
"2138","15","15","78","0","1","1","0","13","4","0","1"
"2139","9","9","79","0","1","1","0","21","8","0","1"
"2140","10","10","79","4","0","1","1","13","5","0","1"
"2141","5","5","79","1","3","1","0","16","6","0","2"
"2142","17","17","79","2","1","1","1","18","8","0","0"
"2143","18","18","79","3","1","1","1","16","10","0","1"
"2144","16","16","79","1","1","1","0","12","6","0","3"
"2145","1","1","79","2","3","1","0","17","5","0","3"
"2146","12","12","79","3","0","1","1","5","3","0","1"
"2147","13","13","79","1","1","1","0","16","5","1","2"
"2148","5","5","80","3","1","1","1","15","9","1","2"
"2149","2","2","80","5","1","1","1","21","11","0","1"
"2150","3","3","80","1","2","1","0","11","3","0","0"
"2151","4","4","80","1","1","1","0","11","3","0","5"
"2152","15","15","80","2","2","1","0","15","5","0","2"
"2153","6","6","80","1","2","1","0","12","4","0","4"
"2154","7","7","80","3","2","1","1","29","7","0","3"
"2155","21","21","80","1","2","1","0","10","2","0","1"
"2156","14","14","80","2","2","1","0","16","2","0","2"
"2157","19","19","81","0","2","1","0","13","3","0","1"
"2158","10","10","81","0","1","1","0","16","3","0","2"
"2159","9","9","81","2","2","1","0","13","6","0","2"
"2160","17","17","81","5","0","1","1","16","9","0","0"
"2161","18","18","81","4","0","1","1","11","7","0","2"
"2162","1","1","81","4","1","1","1","14","8","0","1"
"2163","13","13","81","2","0","1","1","18","7","0","0"
"2164","16","16","81","2","1","1","1","11","5","0","2"
"2165","12","12","81","0","3","1","0","5","2","0","1"
"2166","21","21","82","2","0","1","1","14","5","0","3"
"2167","2","2","82","2","0","1","1","16","8","0","1"
"2168","14","14","82","1","1","1","0","11","9","0","2"
"2169","3","3","82","3","3","1","0","10","6","0","1"
"2170","4","4","82","1","1","1","0","15","3","0","2"
"2171","6","6","82","1","0","1","1","13","6","0","4"
"2172","5","5","82","3","2","1","1","17","7","0","3"
"2173","7","7","82","2","0","1","1","14","6","0","1"
"2174","15","15","82","2","0","1","1","12","5","0","2"
"2175","10","10","83","4","1","1","1","14","4","0","1"
"2176","9","9","83","1","1","1","0","15","5","0","1"
"2177","19","19","83","1","1","1","0","21","4","0","3"
"2178","17","17","83","1","1","1","0","13","3","0","0"
"2179","16","16","83","2","2","1","0","18","8","0","3"
"2180","1","1","83","2","2","1","0","6","4","1","2"
"2181","13","13","83","2","0","1","1","7","3","0","3"
"2182","18","18","83","3","1","1","1","19","11","0","1"
"2183","3","3","83","1","2","1","0","15","4","0","0"
"2184","21","21","84","1","0","1","1","11","5","0","3"
"2185","12","12","84","4","0","1","1","14","6","0","1"
"2186","14","14","84","0","0","1","0","17","4","0","0"
"2187","5","5","84","0","0","1","0","12","5","0","1"
"2188","6","6","84","0","2","1","0","8","3","1","3"
"2189","7","7","84","4","1","1","1","20","11","0","1"
"2190","2","2","84","1","1","1","0","23","5","0","1"
"2191","16","16","84","1","2","1","0","6","2","1","3"
"2192","12","12","84","1","1","1","0","12","3","0","2"
"2193","10","10","85","3","0","1","1","17","5","1","0"
"2194","9","9","85","1","4","1","0","14","3","0","1"
"2195","13","13","85","1","1","1","0","23","12","0","1"
"2196","4","4","85","1","1","1","0","16","5","1","4"
"2197","15","15","85","0","3","1","0","13","6","0","0"
"2198","18","18","85","5","0","1","1","15","8","0","2"
"2199","1","1","85","1","0","1","1","19","7","0","3"
"2200","19","19","85","1","1","1","0","19","7","1","1"
"2201","17","17","85","1","0","1","1","6","3","0","3"
"2202","17","17","86","3","1","1","1","9","5","0","1"
"2203","9","9","86","1","0","1","1","15","6","0","1"
"2204","4","4","86","0","0","1","0","10","3","0","1"
"2205","19","19","86","0","0","1","0","19","5","0","2"
"2206","6","6","86","2","0","1","1","10","5","0","1"
"2207","18","18","86","3","1","1","1","14","7","0","1"
"2208","1","1","86","1","0","1","1","18","6","0","1"
"2209","13","13","86","1","5","1","0","9","3","0","1"
"2210","15","15","86","3","2","1","1","9","2","0","1"
"2211","14","14","87","1","0","1","1","13","3","0","3"
"2212","21","21","87","2","2","1","0","15","5","0","2"
"2213","10","10","87","2","0","1","1","9","7","0","1"
"2214","2","2","87","3","1","1","1","18","9","0","1"
"2215","12","12","87","1","4","1","0","8","3","1","1"
"2216","3","3","87","1","2","1","0","18","3","0","3"
"2217","7","7","87","1","1","1","0","16","4","0","3"
"2218","5","5","87","3","1","1","1","18","10","0","2"
"2219","16","16","87","0","3","1","0","14","5","0","0"
"2220","6","6","88","0","2","1","0","12","3","0","1"
"2221","13","13","88","1","1","1","0","13","1","0","2"
"2222","3","3","88","0","1","1","0","15","3","1","0"
"2223","4","4","88","2","2","1","0","13","4","0","4"
"2224","15","15","88","2","2","1","0","13","6","1","1"
"2225","18","18","88","1","1","1","0","10","2","0","2"
"2226","1","1","88","0","0","1","0","11","2","0","1"
"2227","9","9","88","2","2","1","0","18","6","0","2"
"2228","19","19","88","0","1","1","0","6","3","1","2"
"2229","1","1","89","3","2","1","1","15","8","0","2"
"2230","10","10","89","2","0","1","1","18","10","0","1"
"2231","2","2","89","1","0","1","1","14","5","0","0"
"2232","5","5","89","1","1","1","0","13","4","0","3"
"2233","17","17","89","3","0","1","1","10","4","0","1"
"2234","16","16","89","5","0","1","1","19","12","0","1"
"2235","7","7","89","1","1","1","0","14","4","0","3"
"2236","21","21","89","0","0","1","0","9","1","0","2"
"2237","12","12","89","0","1","1","0","10","2","0","3"
"2238","4","4","90","1","1","1","0","16","2","0","1"
"2239","9","9","90","0","0","1","0","13","2","0","2"
"2240","13","13","90","1","3","1","0","18","6","0","1"
"2241","3","3","90","0","1","1","0","6","2","0","0"
"2242","19","19","90","1","2","1","0","14","6","0","3"
"2243","15","15","90","4","1","1","1","12","9","0","0"
"2244","6","6","90","2","1","1","1","19","3","0","3"
"2245","14","14","90","4","2","1","1","21","6","0","0"
"2246","18","18","90","4","0","1","1","13","9","0","1"
"2247","17","17","91","1","1","1","0","9","5","0","1"
"2248","21","21","91","3","0","1","1","11","5","0","0"
"2249","12","12","91","0","2","1","0","11","4","0","1"
"2250","5","5","91","4","0","1","1","11","8","0","1"
"2251","16","16","91","4","1","1","1","17","8","0","0"
"2252","7","7","91","0","1","1","0","20","5","0","3"
"2253","1","1","91","1","2","1","0","13","5","0","2"
"2254","10","10","91","2","0","1","1","23","7","0","1"
"2255","2","2","91","3","1","1","1","21","6","0","3"
"2256","2","2","92","2","1","1","1","18","5","0","0"
"2257","9","9","92","2","1","1","1","11","2","0","2"
"2258","13","13","92","0","4","1","0","9","3","1","1"
"2259","14","14","92","2","2","1","0","12","3","1","1"
"2260","3","3","92","1","0","1","1","5","2","0","2"
"2261","19","19","92","0","0","1","0","12","5","0","2"
"2262","15","15","92","2","0","1","1","15","8","0","2"
"2263","4","4","92","1","1","1","0","23","7","0","3"
"2264","6","6","92","1","0","1","1","16","4","0","1"
"2265","16","16","93","0","0","1","0","22","9","0","0"
"2266","21","21","93","0","0","1","0","4","2","0","2"
"2267","10","10","93","7","1","1","1","19","10","0","0"
"2268","12","12","93","1","0","1","1","16","5","2","2"
"2269","5","5","93","2","1","1","1","13","3","1","0"
"2270","17","17","93","0","0","1","0","13","3","0","2"
"2271","1","1","93","3","2","1","1","11","6","0","5"
"2272","18","18","93","3","1","1","1","11","7","0","3"
"2273","7","7","93","3","0","1","1","10","7","0","0"
"2274","4","4","94","1","2","1","0","18","5","0","1"
"2275","21","21","94","2","1","1","1","10","5","0","2"
"2276","2","2","94","1","0","1","1","18","5","0","1"
"2277","13","13","94","1","3","1","0","15","6","0","0"
"2278","3","3","94","0","6","1","0","7","2","0","3"
"2279","15","15","94","1","2","1","0","22","5","0","2"
"2280","6","6","94","1","3","1","0","5","1","0","0"
"2281","14","14","94","4","1","1","1","18","10","0","0"
"2282","19","19","94","1","4","1","0","10","3","0","0"
"2283","1","1","95","2","1","1","1","15","4","0","4"
"2284","10","10","95","2","1","1","1","12","6","0","1"
"2285","9","9","95","2","0","1","1","10","3","0","2"
"2286","5","5","95","1","3","1","0","15","4","0","1"
"2287","17","17","95","1","2","1","0","12","3","0","3"
"2288","18","18","95","2","0","1","1","17","6","0","1"
"2289","7","7","95","1","1","1","0","17","5","0","3"
"2290","12","12","95","1","6","1","0","5","3","0","1"
"2291","16","16","95","1","0","1","1","8","2","0","2"
"2292","2","2","96","4","4","1","0","27","10","0","2"
"2293","21","21","96","2","1","1","1","14","8","0","1"
"2294","3","3","96","1","4","1","0","13","6","0","1"
"2295","19","19","96","0","1","1","0","18","6","0","4"
"2296","15","15","96","0","2","1","0","11","4","0","1"
"2297","6","6","96","0","1","1","0","6","3","0","2"
"2298","7","7","96","0","3","1","0","19","7","0","1"
"2299","14","14","96","2","1","1","1","12","3","0","0"
"2300","4","4","96","1","1","1","0","15","5","0","2"
"2301","10","10","97","2","1","1","1","18","5","0","1"
"2302","12","12","97","1","1","1","0","13","4","0","3"
"2303","9","9","97","2","2","1","0","12","3","0","3"
"2304","19","19","97","1","2","1","0","14","5","0","3"
"2305","17","17","97","0","0","1","0","12","3","0","0"
"2306","16","16","97","4","1","1","1","10","6","0","1"
"2307","1","1","97","1","3","1","0","11","6","1","1"
"2308","13","13","97","1","1","1","0","18","4","0","2"
"2309","18","18","97","3","0","1","1","16","10","0","0"
"2310","21","21","98","1","3","1","0","20","2","0","2"
"2311","3","3","98","1","2","1","0","12","4","0","4"
"2312","5","5","98","4","0","1","1","7","4","0","2"
"2313","7","7","98","2","2","1","0","14","6","1","0"
"2314","2","2","98","1","0","1","1","13","6","0","0"
"2315","14","14","98","2","0","1","1","7","3","0","0"
"2316","4","4","98","4","0","1","1","11","6","0","2"
"2317","15","15","98","3","1","1","1","15","8","0","0"
"2318","6","6","98","4","1","1","1","12","4","0","1"
"2319","16","16","99","4","1","1","1","18","8","0","1"
"2320","10","10","99","0","0","1","0","14","2","0","1"
"2321","13","13","99","1","0","1","1","15","8","0","2"
"2322","19","19","99","0","2","1","0","15","4","0","3"
"2323","15","15","99","3","3","1","0","17","7","0","1"
"2324","18","18","99","1","2","1","0","16","4","0","3"
"2325","1","1","99","1","2","1","0","23","10","0","3"
"2326","9","9","99","0","0","1","0","10","2","0","1"
"2327","17","17","99","3","0","1","1","16","8","0","1"
"2328","5","5","100","0","0","1","0","15","8","0","0"
"2329","2","2","100","2","0","1","1","18","8","0","1"
"2330","12","12","100","1","1","1","0","19","4","0","0"
"2331","3","3","100","1","2","1","0","11","4","1","1"
"2332","4","4","100","0","1","1","0","15","3","0","1"
"2333","6","6","100","1","1","1","0","13","6","0","0"
"2334","7","7","100","1","2","1","0","16","4","0","0"
"2335","21","21","100","1","1","1","0","15","6","0","4"
"2336","14","14","100","0","0","1","0","17","5","0","1"
"2337","10","10","101","2","0","1","1","15","6","0","1"
"2338","9","9","101","4","1","1","1","17","8","0","0"
"2339","13","13","101","0","0","1","0","15","5","0","0"
"2340","4","4","101","2","3","1","0","16","7","0","1"
"2341","19","19","101","2","5","1","0","10","5","0","1"
"2342","15","15","101","1","0","1","1","13","4","0","1"
"2343","17","17","101","0","0","1","0","12","5","0","0"
"2344","18","18","101","4","0","1","1","23","6","0","1"
"2345","1","1","101","3","1","1","1","13","10","0","2"
"2346","21","21","102","1","0","1","1","14","3","0","2"
"2347","2","2","102","4","0","1","1","14","6","0","0"
"2348","12","12","102","1","4","1","0","7","2","0","1"
"2349","14","14","102","2","1","1","1","25","6","0","2"
"2350","3","3","102","3","1","1","1","16","7","0","2"
"2351","5","5","102","0","3","1","0","5","1","0","0"
"2352","6","6","102","1","4","1","0","12","5","0","2"
"2353","16","16","102","3","2","1","1","15","5","0","2"
"2354","7","7","102","2","3","1","0","19","4","0","2"
"2560","2","13","69","1","3","1","0","8","3","0","3"
"2561","21","9","69","2","2","1","0","9","4","0","4"
"2562","12","1","69","3","0","1","1","17","8","0","5"
"2563","14","4","69","1","2","1","0","12","5","0","2"
"2564","3","6","69","1","0","1","1","13","7","0","3"
"2565","16","18","69","0","3","1","0","15","9","0","1"
"2566","7","19","69","0","2","1","0","9","3","0","2"
"2567","10","17","69","1","0","1","1","7","3","0","1"
"2568","5","15","69","0","2","1","0","9","2","0","1"
"2569","9","5","70","2","1","1","1","9","4","0","2"
"2570","13","3","70","2","2","1","0","24","6","0","3"
"2571","4","2","70","0","1","1","0","15","4","0","1"
"2572","17","16","70","1","1","1","0","15","7","0","2"
"2573","6","14","70","2","1","1","1","4","3","0","3"
"2574","18","12","70","1","5","1","0","6","2","0","3"
"2575","1","10","70","1","0","1","1","11","3","0","3"
"2576","19","21","70","1","1","1","0","13","4","0","1"
"2577","15","7","70","0","1","1","0","9","1","0","2"
"2578","17","1","71","1","4","1","0","7","3","0","2"
"2579","21","4","71","2","0","1","1","17","5","0","1"
"2580","10","13","71","0","5","1","0","4","1","0","4"
"2581","2","6","71","0","2","1","0","10","3","0","2"
"2582","12","19","71","1","1","1","0","8","3","0","4"
"2583","16","15","71","1","0","1","1","11","3","0","0"
"2584","7","9","71","3","5","1","0","11","7","0","4"
"2585","14","3","71","1","1","1","0","10","4","0","6"
"2586","5","18","71","4","2","1","1","12","6","0","2"
"2587","3","16","72","0","1","1","0","22","5","0","1"
"2588","9","1","72","0","3","1","0","14","4","0","2"
"2589","13","12","72","4","3","1","1","7","5","0","3"
"2590","4","7","72","2","1","1","1","9","4","0","1"
"2591","19","10","72","3","0","1","1","17","12","0","1"
"2592","15","2","72","0","0","1","0","13","4","1","1"
"2593","6","21","72","0","1","1","0","12","2","0","2"
"2594","14","5","72","1","1","1","0","9","2","0","0"
"2595","18","17","72","0","1","1","0","12","5","0","3"
"2596","21","15","73","4","1","1","1","17","9","0","3"
"2597","10","9","73","0","7","1","0","3","1","0","0"
"2598","2","3","73","2","1","1","1","11","6","0","3"
"2599","5","4","73","4","0","1","1","9","5","0","0"
"2600","17","19","73","0","1","1","0","5","2","0","4"
"2601","16","14","73","0","3","1","0","9","5","0","1"
"2602","7","13","73","0","2","1","0","8","3","0","5"
"2603","12","6","73","2","1","1","1","13","5","1","1"
"2604","1","18","73","1","2","1","0","6","2","0","3"
"2605","9","16","74","2","1","1","1","12","5","0","4"
"2606","13","17","74","1","0","1","1","12","4","0","3"
"2607","3","21","74","2","2","1","0","7","3","1","4"
"2608","4","1","74","1","3","1","0","10","6","1","1"
"2609","19","5","74","1","3","1","0","11","1","0","2"
"2610","15","12","74","4","1","1","1","8","4","0","4"
"2611","6","7","74","1","1","1","0","2","1","1","1"
"2612","14","2","74","1","2","1","0","13","7","0","0"
