Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BbMxAHA;BbAvAHA
D1;28.04.12;Hoffenheim;Nurnberg;A;16;15;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 98;Jan 94
D1;28.04.12;Kaiserslautern;Dortmund;A;10;17;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 88;Jan 82
D1;28.04.12;Leverkusen;Hannover;H;13;10;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Sep;02. MŠr
D1;28.04.12;M'gladbach;Augsburg;D;12;8;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 22;Feb 15
D1;28.04.12;Schalke 04;Hertha;H;23;7;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 31;Feb 18
D1;28.04.12;Wolfsburg;Werder Bremen;H;13;11;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 84;01. Aug
D1;05.05.12;Augsburg;Hamburg;H;14;11;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 18;02. Jan
D1;05.05.12;Dortmund;Freiburg;H;14;8;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 13;02. Jun
D1;05.05.12;FC Koln;Bayern Munich;A;7;15;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 87;Jan 83
D1;05.05.12;Hannover;Kaiserslautern;H;25;11;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Dez;02. Jul
D1;05.05.12;Hertha;Hoffenheim;H;16;10;2;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jan 94;01. Sep
D1;05.05.12;Mainz;M'gladbach;A;5;11;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feb 25;Feb 16
D1;05.05.12;Nurnberg;Leverkusen;A;12;4;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Jun;Jan 98
D1;05.05.12;Stuttgart;Wolfsburg;H;15;13;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02. Apr;Jan 99
D1;05.05.12;Werder Bremen;Schalke 04;A;19;16;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Jan 94
